"","mouse_SRR391076.counts","Symbol","Name"
"ENSMUSG00000002608",81.6300056422365,"Ccdc97","coiled-coil domain containing 97"
"ENSMUSG00000002617",11.6087818407695,"Zfp40","zinc finger protein 40"
"ENSMUSG00000002625",121.063010625168,"Akap8l","A kinase (PRKA) anchor protein 8-like"
"ENSMUSG00000002635",6.26505686644705,"Pdcd2l","programmed cell death 2-like"
"ENSMUSG00000002658",52.1473850942504,"Gtf2f1","general transcription factor IIF, polypeptide 1"
"ENSMUSG00000002660",19.163703356191,"Clpp","caseinolytic mitochondrial matrix peptidase proteolytic subunit"
"ENSMUSG00000002661",4.42239308219791,"Alkbh7","alkB homolog 7"
"ENSMUSG00000002668",146.307504469381,"Dennd1c","DENN/MADD domain containing 1C"
"ENSMUSG00000002679",7.55492151542144,"Med6","mediator complex subunit 6"
"ENSMUSG00000002699",172.473330205719,"Lcp2","lymphocyte cytosolic protein 2"
"ENSMUSG00000002718",101.715040890552,"Cse1l","chromosome segregation 1-like (S. cerevisiae)"
"ENSMUSG00000002728",20.6378343835903,"Naa20","N(alpha)-acetyltransferase 20, NatB catalytic subunit"
"ENSMUSG00000002731",5.15945859589757,"Prkra","protein kinase, interferon inducible double stranded RNA dependent activator"
"ENSMUSG00000002732",1.10559827054948,"Fkbp7","FK506 binding protein 7"
"ENSMUSG00000002733",41.0914023887556,"Plekha3","pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3"
"ENSMUSG00000002741",40.7228696319058,"Ykt6","YKT6 v-SNARE homolog (S. cerevisiae)"
"ENSMUSG00000002748",188.135972371836,"Baz1b","bromodomain adjacent to zinc finger domain, 1B"
"ENSMUSG00000002763",23.2175636815391,"Pex6","peroxisomal biogenesis factor 6"
"ENSMUSG00000002767",8.84478616439583,"Mrpl2","mitochondrial ribosomal protein L2"
"ENSMUSG00000002768",14.1885111387183,"Mea1","male enhanced antigen 1"
"ENSMUSG00000002769",2.21119654109896,"Gnmt","glycine N-methyltransferase"
"ENSMUSG00000002771",2.21119654109896,"Grin2d","glutamate receptor, ionotropic, NMDA2D (epsilon 4)"
"ENSMUSG00000002778",33.3522144949093,"Kdelr1","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1"
"ENSMUSG00000002781",7.37065513699652,"Tmem143","transmembrane protein 143"
"ENSMUSG00000002797",8.10772065069618,"Ggct","gamma-glutamyl cyclotransferase"
"ENSMUSG00000002799",10.8717163270699,"Jag2","jagged 2"
"ENSMUSG00000002803",27.8242231421619,"Btbd6","BTB (POZ) domain containing 6"
"ENSMUSG00000002804",16.5839740582422,"Nudt14","nudix (nucleoside diphosphate linked moiety X)-type motif 14"
"ENSMUSG00000002808",0.552799135274739,"Epdr1","ependymin related protein 1 (zebrafish)"
"ENSMUSG00000002812",169.340801772495,"Flii","flightless I actin binding protein"
"ENSMUSG00000002814",31.1410179538103,"Top3a","topoisomerase (DNA) III alpha"
"ENSMUSG00000002820",27.639956763737,"Atg4d","autophagy related 4D, cysteine peptidase"
"ENSMUSG00000002825",8.10772065069618,"Qtrt1","queuine tRNA-ribosyltransferase 1"
"ENSMUSG00000002833",73.8908177483902,"Hdgfrp2","hepatoma-derived growth factor, related protein 2"
"ENSMUSG00000002835",2.21119654109896,"Chaf1a","chromatin assembly factor 1, subunit A (p150)"
"ENSMUSG00000002844",29.8511533048359,"Adprh","ADP-ribosylarginine hydrolase"
"ENSMUSG00000002845",31.6938170890851,"Tmem39a","transmembrane protein 39a"
"ENSMUSG00000002846",11.9773145976194,"Timmdc1","translocase of inner mitochondrial membrane domain containing 1"
"ENSMUSG00000002870",50.857520445276,"Mcm2","minichromosome maintenance complex component 2"
"ENSMUSG00000002871",40.1700704966311,"Tpra1","transmembrane protein, adipocyte asscociated 1"
"ENSMUSG00000002881",81.4457392638116,"Nab1","Ngfi-A binding protein 1"
"ENSMUSG00000002885",303.670991644257,"Adgre5","adhesion G protein-coupled receptor E5"
"ENSMUSG00000002897",341.077066464514,"Il17ra","interleukin 17 receptor A"
"ENSMUSG00000002910",14.0042447602934,"Arrdc2","arrestin domain containing 2"
"ENSMUSG00000002944",1.65839740582422,"Cd36","CD36 antigen"
"ENSMUSG00000002948",66.5201626113936,"Map2k7","mitogen-activated protein kinase kinase 7"
"ENSMUSG00000002949",35.7476774144331,"Timm44","translocase of inner mitochondrial membrane 44"
"ENSMUSG00000002957",83.1041366696358,"Ap2a2","adaptor-related protein complex 2, alpha 2 subunit"
"ENSMUSG00000002963",31.1410179538103,"Pnkp","polynucleotide kinase 3'- phosphatase"
"ENSMUSG00000002968",63.3876341781701,"Med25","mediator complex subunit 25"
"ENSMUSG00000002980",0.737065513699652,"Bcam","basal cell adhesion molecule"
"ENSMUSG00000002981",89.3691935360829,"Clptm1","cleft lip and palate associated transmembrane protein 1"
"ENSMUSG00000002983",121.063010625168,"Relb","avian reticuloendotheliosis viral (v-rel) oncogene related B"
"ENSMUSG00000002984",21.0063671404401,"Tomm40","translocase of outer mitochondrial membrane 40 homolog (yeast)"
"ENSMUSG00000002985",43.1183325514297,"Apoe","apolipoprotein E"
"ENSMUSG00000002996",99.1353115926033,"Hbp1","high mobility group box transcription factor 1"
"ENSMUSG00000002997",5.15945859589757,"Prkar2b","protein kinase, cAMP dependent regulatory, type II beta"
"ENSMUSG00000003031",364.663162902903,"Cdkn1b","cyclin-dependent kinase inhibitor 1B"
"ENSMUSG00000003032",6.44932324487196,"Klf4","Kruppel-like factor 4 (gut)"
"ENSMUSG00000003033",110.928359811798,"Ap1m1","adaptor-related protein complex AP-1, mu subunit 1"
"ENSMUSG00000003037",153.309626849528,"Rab8a","RAB8A, member RAS oncogene family"
"ENSMUSG00000003038",80.524407371687,"Hmgn2","high mobility group nucleosomal binding domain 2"
"ENSMUSG00000003039",88.6321280223832,"Fam32a","family with sequence similarity 32, member A"
"ENSMUSG00000003062",8.84478616439583,"Stard3nl","STARD3 N-terminal like"
"ENSMUSG00000003068",82.5513375343611,"Stk11","serine/threonine kinase 11"
"ENSMUSG00000003072",74.25935050524,"Atp5d","ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
"ENSMUSG00000003099",37.7746075771072,"Ppp5c","protein phosphatase 5, catalytic subunit"
"ENSMUSG00000003119",101.530774512127,"Cdk12","cyclin-dependent kinase 12"
"ENSMUSG00000003123",13.6357120034436,"Lipe","lipase, hormone sensitive"
"ENSMUSG00000003131",74.9964160189396,"Pafah1b2","platelet-activating factor acetylhydrolase, isoform 1b, subunit 2"
"ENSMUSG00000003134",3.31679481164844,"Tbc1d8","TBC1 domain family, member 8"
"ENSMUSG00000003135",40.354336875056,"Cnot11","CCR4-NOT transcription complex, subunit 11"
"ENSMUSG00000003153",20.2693016267404,"Slc2a3","solute carrier family 2 (facilitated glucose transporter), member 3"
"ENSMUSG00000003154",79.0502763442877,"Foxj2","forkhead box J2"
"ENSMUSG00000003161",131.566194195388,"Sri","sorcin"
"ENSMUSG00000003166",32.6151489812096,"Dgcr2","DiGeorge syndrome critical region gene 2"
"ENSMUSG00000003184",68.9156255309175,"Irf3","interferon regulatory factor 3"
"ENSMUSG00000003190",5.89652410959722,"Bcl2l12","BCL2-like 12 (proline rich)"
"ENSMUSG00000003198",20.4535680051654,"Zfp959","zinc finger protein 959"
"ENSMUSG00000003199",24.1388955736636,"Mpnd","MPN domain containing"
"ENSMUSG00000003200",75.1806823973645,"Sh3gl1","SH3-domain GRB2-like 1"
"ENSMUSG00000003208",13.6357120034436,"Ccdc94","coiled-coil domain containing 94"
"ENSMUSG00000003226",283.954489152791,"Ranbp2","RAN binding protein 2"
"ENSMUSG00000003228",6.81785600172179,"Grk5","G protein-coupled receptor kinase 5"
"ENSMUSG00000003233",37.9588739555321,"Dvl3","dishevelled segment polarity protein 3"
"ENSMUSG00000003234",37.2218084418325,"Abcf3","ATP-binding cassette, sub-family F (GCN20), member 3"
"ENSMUSG00000003235",39.9858041182061,"Eif2b5","eukaryotic translation initiation factor 2B, subunit 5 epsilon"
"ENSMUSG00000003269",45.8823282278034,"Cyth2","cytohesin 2"
"ENSMUSG00000003271",4.97519221747265,"Sult2b1","sulfotransferase family, cytosolic, 2B, member 1"
"ENSMUSG00000003273",1.4741310273993,"Car11","carbonic anhydrase 11"
"ENSMUSG00000003279",1.4741310273993,"Dlgap1","discs, large (Drosophila) homolog-associated protein 1"
"ENSMUSG00000003282",4.60665946062283,"Plag1","pleiomorphic adenoma gene 1"
"ENSMUSG00000003283",1.4741310273993,"Hck","hemopoietic cell kinase"
"ENSMUSG00000003299",28.1927558990117,"Mrpl4","mitochondrial ribosomal protein L4"
"ENSMUSG00000003308",17.1367731935169,"Keap1","kelch-like ECH-associated protein 1"
"ENSMUSG00000003309",1.84266378424913,"Ap1m2","adaptor protein complex AP-1, mu 2 subunit"
"ENSMUSG00000003316",252.813471198981,"Glg1","golgi apparatus protein 1"
"ENSMUSG00000003344",36.6690093065577,"Btbd2","BTB (POZ) domain containing 2"
"ENSMUSG00000003345",149.440032902605,"Csnk1g2","casein kinase 1, gamma 2"
"ENSMUSG00000003346",13.6357120034436,"Abhd17a","abhydrolase domain containing 17A"
"ENSMUSG00000003348",38.8802058476567,"Mob3a","MOB kinase activator 3A"
"ENSMUSG00000003352",3.86959394692318,"Cacnb3","calcium channel, voltage-dependent, beta 3 subunit"
"ENSMUSG00000003355",1.84266378424913,"Fkbp11","FK506 binding protein 11"
"ENSMUSG00000003360",85.8681323460095,"Ddx23","DEAD (Asp-Glu-Ala-Asp) box polypeptide 23"
"ENSMUSG00000003363",137.64698468341,"Pld3","phospholipase D family, member 3"
"ENSMUSG00000003378",10.50318357022,"Grik5","glutamate receptor, ionotropic, kainate 5 (gamma 2)"
"ENSMUSG00000003379",30.4039524401107,"Cd79a","CD79A antigen (immunoglobulin-associated alpha)"
"ENSMUSG00000003380",71.3110884504414,"Rabac1","Rab acceptor 1 (prenylated)"
"ENSMUSG00000003382",85.1310668323099,"Etv3","ets variant 3"
"ENSMUSG00000003402",70.7582893151666,"Prkcsh","protein kinase C substrate 80K-H"
"ENSMUSG00000003418",488.67443558287,"St8sia6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
"ENSMUSG00000003420",2.02693016267404,"Fcgrt","Fc receptor, IgG, alpha chain transporter"
"ENSMUSG00000003421",44.4081972004041,"Nosip","nitric oxide synthase interacting protein"
"ENSMUSG00000003423",19.163703356191,"Pih1d1","PIH1 domain containing 1"
"ENSMUSG00000003429",221.303920488321,"Rps11","ribosomal protein S11"
"ENSMUSG00000003435",180.212518099565,"Supt5","suppressor of Ty 5"
"ENSMUSG00000003437",70.7582893151666,"Paf1","Paf1, RNA polymerase II complex component"
"ENSMUSG00000003438",11.0559827054948,"Timm50","translocase of inner mitochondrial membrane 50"
"ENSMUSG00000003444",7.92345427227126,"Med29","mediator complex subunit 29"
"ENSMUSG00000003452",0.921331892124566,"Bicd1","bicaudal D homolog 1 (Drosophila)"
"ENSMUSG00000003458",76.6548134247639,"Ncstn","nicastrin"
"ENSMUSG00000003464",32.4308826027847,"Pex19","peroxisomal biogenesis factor 19"
"ENSMUSG00000003484",0.921331892124566,"Cyp4f18","cytochrome P450, family 4, subfamily f, polypeptide 18"
"ENSMUSG00000003500",51.5945859589757,"Impdh1","inosine 5'-phosphate dehydrogenase 1"
"ENSMUSG00000003518",2.02693016267404,"Dusp3","dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)"
"ENSMUSG00000003526",1.65839740582422,"Prodh","proline dehydrogenase"
"ENSMUSG00000003527",38.5116730908068,"Dgcr14","DiGeorge syndrome critical region gene 14"
"ENSMUSG00000003528",25.428760222638,"Slc25a1","solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1"
"ENSMUSG00000003531",2.94826205479861,"Dgcr6","DiGeorge syndrome critical region gene 6"
"ENSMUSG00000003534",23.0332973031141,"Ddr1","discoidin domain receptor family, member 1"
"ENSMUSG00000003541",0.737065513699652,"Ier3","immediate early response 3"
"ENSMUSG00000003545",19.5322361130408,"Fosb","FBJ osteosarcoma oncogene B"
"ENSMUSG00000003546",18.979436977766,"Klc4","kinesin light chain 4"
"ENSMUSG00000003549",17.6895723287917,"Ercc1","excision repair cross-complementing rodent repair deficiency, complementation group 1"
"ENSMUSG00000003559",2.7639956763737,"As3mt","arsenic (+3 oxidation state) methyltransferase"
"ENSMUSG00000003573",3.13252843322352,"Homer3","homer scaffolding protein 3"
"ENSMUSG00000003575",37.4060748202574,"Crtc1","CREB regulated transcription coactivator 1"
"ENSMUSG00000003581",18.979436977766,"Rnf215","ring finger protein 215"
"ENSMUSG00000003585",1.28986464897439,"Sec14l2","SEC14-like lipid binding 2"
"ENSMUSG00000003604",13.2671792465937,"Aven","apoptosis, caspase activation inhibitor"
"ENSMUSG00000003617",0.737065513699652,"Cp","ceruloplasmin"
"ENSMUSG00000003623",34.8263455223086,"Crot","carnitine O-octanoyltransferase"
"ENSMUSG00000003644",78.1289444521632,"Rps6ka1","ribosomal protein S6 kinase polypeptide 1"
"ENSMUSG00000003660",275.846768502095,"Snrnp200","small nuclear ribonucleoprotein 200 (U5)"
"ENSMUSG00000003662",28.7455550342864,"Ciao1","cytosolic iron-sulfur protein assembly 1"
"ENSMUSG00000003680",37.2218084418325,"Tmem179b","transmembrane protein 179B"
"ENSMUSG00000003721",13.8199783818685,"Insig2","insulin induced gene 2"
"ENSMUSG00000003731",64.4932324487196,"Kpna6","karyopherin (importin) alpha 6"
"ENSMUSG00000003746",122.168608895717,"Man1a","mannosidase 1, alpha"
"ENSMUSG00000003752",8.29198702912109,"Itpkc","inositol 1,4,5-trisphosphate 3-kinase C"
"ENSMUSG00000003762",7.0021223801467,"Coq8b","coenzyme Q8B"
"ENSMUSG00000003778",114.982220137146,"Brd8","bromodomain containing 8"
"ENSMUSG00000003779",6.26505686644705,"Kif20a","kinesin family member 20A"
"ENSMUSG00000003808",31.87808346751,"Farsa","phenylalanyl-tRNA synthetase, alpha subunit"
"ENSMUSG00000003809",12.3458473544692,"Gcdh","glutaryl-Coenzyme A dehydrogenase"
"ENSMUSG00000003810",66.5201626113936,"Mast2","microtubule associated serine/threonine kinase 2"
"ENSMUSG00000003812",12.8986464897439,"Dnase2a","deoxyribonuclease II alpha"
"ENSMUSG00000003813",34.2735463870338,"Rad23a","RAD23 homolog A, nucleotide excision repair protein"
"ENSMUSG00000003814",256.683065145904,"Calr","calreticulin"
"ENSMUSG00000003824",3.31679481164844,"Syce2","synaptonemal complex central element protein 2"
"ENSMUSG00000003847",259.631327200703,"Nfat5","nuclear factor of activated T cells 5"
"ENSMUSG00000003848",22.8490309246892,"Nob1","NIN1/RPN12 binding protein 1 homolog"
"ENSMUSG00000003849",2.02693016267404,"Nqo1","NAD(P)H dehydrogenase, quinone 1"
"ENSMUSG00000003865",13.8199783818685,"Gys1","glycogen synthase 1, muscle"
"ENSMUSG00000003868",26.3500921147626,"Ruvbl2","RuvB-like protein 2"
"ENSMUSG00000003873",20.6378343835903,"Bax","BCL2-associated X protein"
"ENSMUSG00000003882",1337.95817374329,"Il7r","interleukin 7 receptor"
"ENSMUSG00000003923",31.6938170890851,"Tfam","transcription factor A, mitochondrial"
"ENSMUSG00000003929",26.9028912500373,"Zfp81","zinc finger protein 81"
"ENSMUSG00000003934",1.4741310273993,"Efnb3","ephrin B3"
"ENSMUSG00000003948",24.5074283305134,"Mmd","monocyte to macrophage differentiation-associated"
"ENSMUSG00000003949",3.50106119007335,"Hlf","hepatic leukemia factor"
"ENSMUSG00000003955",9.95038443494531,"Fam162a","family with sequence similarity 162, member A"
"ENSMUSG00000003970",921.51615850299,"Rpl8","ribosomal protein L8"
"ENSMUSG00000003992",35.9319437928581,"Ssbp2","single-stranded DNA binding protein 2"
"ENSMUSG00000004018",8.476253407546,"Fancl","Fanconi anemia, complementation group L"
"ENSMUSG00000004032",0.552799135274739,"Gstm5","glutathione S-transferase, mu 5"
"ENSMUSG00000004040",236.413763519164,"Stat3","signal transducer and activator of transcription 3"
"ENSMUSG00000004043",130.276329546414,"Stat5a","signal transducer and activator of transcription 5A"
"ENSMUSG00000004054",67.4414945035182,"Map3k11","mitogen-activated protein kinase kinase kinase 11"
"ENSMUSG00000004056",136.541386412861,"Akt2","thymoma viral proto-oncogene 2"
"ENSMUSG00000004069",26.9028912500373,"Dnaja3","DnaJ heat shock protein family (Hsp40) member A3"
"ENSMUSG00000004070",20.2693016267404,"Hmox2","heme oxygenase 2"
"ENSMUSG00000004071",70.021223801467,"Cdip1","cell death inducing Trp53 target 1"
"ENSMUSG00000004085",0.921331892124566,"Map3k20","mitogen-activated protein kinase kinase kinase 20"
"ENSMUSG00000004096",50.6732540668511,"Cwc15","CWC15 spliceosome-associated protein"
"ENSMUSG00000004099",128.802198519014,"Dnmt1","DNA methyltransferase (cytosine-5) 1"
"ENSMUSG00000004100",18.2423714640664,"Ppan","peter pan homolog (Drosophila)"
"ENSMUSG00000004105",5.89652410959722,"Angptl2","angiopoietin-like 2"
"ENSMUSG00000004110",14.925576652418,"Cacna1e","calcium channel, voltage-dependent, R type, alpha 1E subunit"
"ENSMUSG00000004113",1.4741310273993,"Cacna1b","calcium channel, voltage-dependent, N type, alpha 1B subunit"
"ENSMUSG00000004127",4.238126703773,"Trmt10a","tRNA methyltransferase 10A"
"ENSMUSG00000004187",15.8469085445425,"Kifc2","kinesin family member C2"
"ENSMUSG00000004207",403.91190150741,"Psap","prosaposin"
"ENSMUSG00000004221",55.095647149049,"Ikbkg","inhibitor of kappaB kinase gamma"
"ENSMUSG00000004233",12.8986464897439,"Wars2","tryptophanyl tRNA synthetase 2 (mitochondrial)"
"ENSMUSG00000004263",12.5301137328941,"Atn1","atrophin 1"
"ENSMUSG00000004264",43.1183325514297,"Phb2","prohibitin 2"
"ENSMUSG00000004266",44.9609963356788,"Ptpn6","protein tyrosine phosphatase, non-receptor type 6"
"ENSMUSG00000004267",2.39546291952387,"Eno2","enolase 2, gamma neuronal"
"ENSMUSG00000004268",73.8908177483902,"Emg1","EMG1 N1-specific pseudouridine methyltransferase"
"ENSMUSG00000004270",44.0396644435542,"Lpcat3","lysophosphatidylcholine acyltransferase 3"
"ENSMUSG00000004285",44.592463578829,"Atp6v1f","ATPase, H+ transporting, lysosomal V1 subunit F"
"ENSMUSG00000004317",6.81785600172179,"Clcn5","chloride channel, voltage-sensitive 5"
"ENSMUSG00000004319",44.4081972004041,"Clcn3","chloride channel, voltage-sensitive 3"
"ENSMUSG00000004328",1.28986464897439,"Hif3a","hypoxia inducible factor 3, alpha subunit"
"ENSMUSG00000004356",25.6130266010629,"Utp20","UTP20 small subunit processome component"
"ENSMUSG00000004359",0.737065513699652,"Spic","Spi-C transcription factor (Spi-1/PU.1 related)"
"ENSMUSG00000004364",170.446400043045,"Cul3","cullin 3"
"ENSMUSG00000004383",1.84266378424913,"Large1","LARGE xylosyl- and glucuronyltransferase 1"
"ENSMUSG00000004393",23.401830059964,"Ddx56","DEAD (Asp-Glu-Ala-Asp) box polypeptide 56"
"ENSMUSG00000004394",35.3791446575833,"Tmed4","transmembrane p24 trafficking protein 4"
"ENSMUSG00000004446",11.2402490839197,"Bid","BH3 interacting domain death agonist"
"ENSMUSG00000004451",5.89652410959722,"Ralb","v-ral simian leukemia viral oncogene B"
"ENSMUSG00000004455",92.3174555908815,"Ppp1cc","protein phosphatase 1, catalytic subunit, gamma isoform"
"ENSMUSG00000004460",43.1183325514297,"Dnajb11","DnaJ heat shock protein family (Hsp40) member B11"
"ENSMUSG00000004462",11.4245154623446,"Tbccd1","TBCC domain containing 1"
"ENSMUSG00000004500",8.476253407546,"Zfp324","zinc finger protein 324"
"ENSMUSG00000004508",4.79092583904774,"Gab2","growth factor receptor bound protein 2-associated protein 2"
"ENSMUSG00000004530",57.4911100685729,"Coro1c","coronin, actin binding protein 1C"
"ENSMUSG00000004535",277.689432286344,"Tax1bp1","Tax1 (human T cell leukemia virus type I) binding protein 1"
"ENSMUSG00000004552",55.4641799058988,"Ctse","cathepsin E"
"ENSMUSG00000004558",17.5053059503667,"Ndrg2","N-myc downstream regulated gene 2"
"ENSMUSG00000004561",30.4039524401107,"Mettl17","methyltransferase like 17"
